Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D
0.0098,-0.6937,-2.4991,0.2441,0.7935,0.000008,0.000002,0.000002,0.000008,0.000002,0.000008,0.000926,-0.000002,0.004077,-0.000005
0.0203,-0.6937,-2.4991,0.2441,0.7935,0.000073,0.000017,0.000017,0.000073,0.000017,0.000073,0.004762,-0.000013,0.019363,-0.000043
0.0298,-0.6937,-2.4882,0.2441,1.0376,0.000316,0.000079,0.000079,0.000316,0.000079,0.000316,0.012871,-0.000056,0.047316,-0.000182
0.0398,-0.6937,-2.4717,0.2441,1.1597,0.000938,0.000248,0.000248,0.000938,0.000248,0.000938,0.025179,-0.000157,0.085253,-0.000524
0.0498,-0.6937,-2.4607,0.2441,1.1597,0.002196,0.000608,0.000608,0.002196,0.000608,0.002196,0.040696,-0.000347,0.131138,-0.001191
0.0598,-0.6937,-2.4497,0.1831,1.1597,0.004372,0.001259,0.001259,0.004372,0.001259,0.004372,0.058709,-0.00065,0.183197,-0.002299
0.0698,-0.6937,-2.4387,0.1221,1.0376,0.007754,0.002306,0.002306,0.007754,0.002306,0.007754,0.078939,-0.001077,0.239941,-0.003938
0.0798,-0.6937,-2.4167,0.1831,0.6104,0.01262,0.003854,0.003854,0.01262,0.003854,0.01262,0.101018,-0.001628,0.300136,-0.006159
0.0898,-0.6937,-2.4167,0.3662,0.6104,0.019224,0.006007,0.006007,0.019224,0.006007,0.019224,0.124597,-0.00229,0.362709,-0.008954
0.0998,-0.6882,-2.4167,0.3052,0.2441,0.02779,0.008862,0.008862,0.02779,0.008862,0.02779,0.149367,-0.00305,0.426732,-0.012253
0.1098,-0.6937,-2.4167,0,-0.061,0.038505,0.012506,0.012506,0.038505,0.012506,0.038505,0.175024,-0.0039,0.491432,-0.01593
0.1198,-0.6937,-2.4167,0,-0.2441,0.05152,0.017017,0.017017,0.05152,0.017017,0.05152,0.201288,-0.004826,0.556148,-0.019813
0.1298,-0.6992,-2.4222,-0.1221,-0.3052,0.066945,0.022459,0.022459,0.066945,0.022459,0.066945,0.227911,-0.0058,0.620306,-0.023699
0.1398,-0.6992,-2.4332,0,-0.1831,0.084851,0.028883,0.028883,0.084851,0.028883,0.084851,0.254666,-0.006776,0.683434,-0.02738
0.1498,-0.6992,-2.4332,0.2441,-0.1831,0.105274,0.036328,0.036328,0.105274,0.036328,0.105274,0.281344,-0.007707,0.745137,-0.03067
0.1598,-0.6992,-2.4332,0.3052,-0.1831,0.128216,0.044819,0.044819,0.128216,0.044819,0.128216,0.307758,-0.008557,0.805068,-0.033426
0.1698,-0.6992,-2.4387,0.3052,-0.1221,0.153647,0.054367,0.054367,0.153647,0.054367,0.153647,0.333747,-0.009317,0.862933,-0.035564
0.1798,-0.6992,-2.4387,0.2441,-0.061,0.181507,0.06497,0.06497,0.181507,0.06497,0.181507,0.359175,-0.010003,0.918493,-0.037049
0.1898,-0.6992,-2.4387,0,-0.061,0.211713,0.076613,0.076613,0.211713,0.076613,0.211713,0.383933,-0.010643,0.971553,-0.037893
0.1998,-0.6992,-2.4387,0,-0.1221,0.244153,0.089272,0.089272,0.244153,0.089272,0.244153,0.407932,-0.011257,1.021952,-0.038142
0.2098,-0.7047,-2.4387,-0.061,-0.061,0.278696,0.102907,0.102907,0.278696,0.102907,0.278696,0.43111,-0.011846,1.069568,-0.037864
0.2198,-0.7047,-2.4387,-0.1221,-0.061,0.31519,0.117472,0.117472,0.31519,0.117472,0.31519,0.453425,-0.012395,1.114314,-0.037136
0.2298,-0.7102,-2.4387,0,0,0.353467,0.13291,0.13291,0.353467,0.13291,0.353467,0.474852,-0.012875,1.156137,-0.036036
0.2398,-0.7102,-2.4387,0,0,0.393342,0.149159,0.149159,0.393342,0.149159,0.393342,0.495375,-0.013255,1.195009,-0.034641
0.2498,-0.7102,-2.4387,-0.061,0,0.434618,0.16615,0.16615,0.434618,0.16615,0.434618,0.514988,-0.013513,1.23093,-0.033025
0.2598,-0.7102,-2.4387,-0.061,0,0.477091,0.183809,0.183809,0.477091,0.183809,0.477091,0.533688,-0.013636,1.263925,-0.031256
0.2698,-0.7102,-2.4442,0,-0.1221,0.520546,0.202062,0.202062,0.520546,0.202062,0.520546,0.551479,-0.01362,1.294041,-0.029392
0.2798,-0.7157,-2.4497,0,-0.1831,0.564765,0.220829,0.220829,0.564765,0.220829,0.564765,0.568378,-0.013469,1.321359,-0.027475
0.2898,-0.7157,-2.4552,0,-0.3052,0.609529,0.240034,0.240034,0.609529,0.240034,0.609529,0.58441,-0.013191,1.345975,-0.02553
0.2998,-0.7212,-2.4607,-0.1221,-0.4272,0.654617,0.259597,0.259597,0.654617,0.259597,0.654617,0.599603,-0.012804,1.367997,-0.023561
0.3098,-0.7212,-2.4662,-0.1221,-0.4272,0.699816,0.27944,0.27944,0.699816,0.27944,0.699816,0.61399,-0.012322,1.387541,-0.021553
0.3198,-0.7267,-2.4662,-0.1221,-0.3052,0.744913,0.299488,0.299488,0.744913,0.299488,0.744913,0.627603,-0.011756,1.404724,-0.019478
0.3298,-0.7321,-2.4717,-0.3052,-0.2441,0.789708,0.319665,0.319665,0.789708,0.319665,0.789708,0.640484,-0.011109,1.419666,-0.017307
0.3398,-0.7431,-2.4717,-0.3662,-0.061,0.834007,0.339901,0.339901,0.834007,0.339901,0.834007,0.652684,-0.010377,1.432487,-0.015029
0.3498,-0.7431,-2.4717,-0.3662,0,0.87763,0.360127,0.360127,0.87763,0.360127,0.87763,0.664249,-0.009544,1.443307,-0.012654
0.3598,-0.7431,-2.4717,-0.3662,0.061,0.920408,0.38028,0.38028,0.920408,0.38028,0.920408,0.675213,-0.008588,1.452249,-0.01022
0.3698,-0.7486,-2.4662,-0.061,0.1221,0.962186,0.4003,0.4003,0.962186,0.4003,0.962186,0.685598,-0.007488,1.45943,-0.007785
0.3798,-0.7486,-2.4662,0.061,0.1221,1.00282,0.420133,0.420133,1.00282,0.420133,1.00282,0.69543,-0.006239,1.46497,-0.005419
0.3898,-0.7541,-2.4607,0,0.1221,1.042181,0.439729,0.439729,1.042181,0.439729,1.042181,0.704734,-0.004864,1.468992,-0.003189
0.3998,-0.7541,-2.4607,0.3052,0,1.080153,0.459045,0.459045,1.080153,0.459045,1.080153,0.713528,-0.003411,1.471619,-0.001156
0.4098,-0.7541,-2.4662,0.1831,-0.1221,1.116631,0.478038,0.478038,1.116631,0.478038,1.116631,0.721825,-0.001949,1.472985,0.00064
0.4198,-0.7541,-2.4662,0.061,-0.1221,1.151526,0.496673,0.496673,1.151526,0.496673,1.151526,0.729636,-0.000554,1.473229,0.002184
0.4298,-0.7596,-2.4662,-0.1221,-0.061,1.184759,0.514915,0.514915,1.184759,0.514915,1.184759,0.736973,0.000706,1.472479,0.003488
0.4398,-0.7706,-2.4717,-0.3052,0.061,1.216266,0.532734,0.532734,1.216266,0.532734,1.216266,0.743866,0.001793,1.470858,0.004579
0.4498,-0.7761,-2.4717,-0.4272,0.1831,1.245997,0.5501,0.5501,1.245997,0.5501,1.245997,0.750352,0.002705,1.468485,0.005486
0.4598,-0.7926,-2.4717,-0.1221,0.7324,1.273913,0.566987,0.566987,1.273913,0.566987,1.273913,0.756469,0.00348,1.465469,0.006222
0.4698,-0.7981,-2.4387,0.1221,3.418,1.29999,0.583372,0.583372,1.29999,0.583372,1.29999,0.762253,0.004169,1.461883,0.006752
0.4798,-0.7981,-2.4387,0.1221,3.418,1.324215,0.599234,0.599234,1.324215,0.599234,1.324215,0.767721,0.004811,1.457774,0.00693
0.4898,-0.7981,-2.4058,0.1221,5.0659,1.346584,0.614559,0.614559,1.346584,0.614559,1.346584,0.772857,0.005415,1.4532,0.006445
0.4998,-0.7981,-2.2739,0.1221,2.2583,1.367099,0.629333,0.629333,1.367099,0.629333,1.367099,0.77763,0.005965,1.448123,0.004869
0.5098,-0.8145,-2.2739,-0.5493,2.2583,1.385764,0.643546,0.643546,1.385764,0.643546,1.385764,0.782009,0.00644,1.442457,0.001782
0.5198,-0.8091,-2.2739,6.5918,0,1.402583,0.657191,0.657191,1.402583,0.657191,1.402583,0.785956,0.006786,1.436288,-0.003051
0.5298,-0.7047,-2.2739,4.8828,-0.3052,1.417553,0.670259,0.670259,1.417553,0.670259,1.417553,0.789317,0.0068,1.429827,-0.00958
0.5398,-0.6278,-2.2794,6.6528,-0.1221,1.430675,0.68274,0.68274,1.430675,0.68274,1.430675,0.791804,0.006001,1.423267,-0.017467
0.5498,-0.5783,-2.2849,5.5542,-0.3052,1.441951,0.694616,0.694616,1.441951,0.694616,1.441951,0.79317,0.003704,1.416775,-0.026181
0.5598,-0.5509,-2.3014,3.2349,-0.6714,1.451392,0.705854,0.705854,1.451392,0.705854,1.451392,0.793329,-0.000777,1.41048,-0.035131
0.5698,-0.5509,-2.3398,3.2349,-1.3428,1.459024,0.716403,0.716403,1.459024,0.716403,1.459024,0.792339,-0.007917,1.404489,-0.043751
0.5798,-0.5509,-2.3398,3.2349,-1.3428,1.464888,0.726194,0.726194,1.464888,0.726194,1.464888,0.79037,-0.017847,1.398861,-0.051543
0.5898,-0.5289,-2.3563,1.77,-1.3428,1.469045,0.735142,0.735142,1.469045,0.735142,1.469045,0.787629,-0.030371,1.393565,-0.058084
0.5998,-0.5399,-2.3673,-0.6104,-1.0376,1.471575,0.743152,0.743152,1.471575,0.743152,1.471575,0.784337,-0.045031,1.388519,-0.063055
0.6098,-0.5399,-2.3728,-0.6104,-0.6714,1.472578,0.750126,0.750126,1.472578,0.750126,1.472578,0.780759,-0.061136,1.383605,-0.066264
0.6198,-0.5509,-2.3728,-0.1831,-0.4272,1.472167,0.755976,0.755976,1.472167,0.755976,1.472167,0.777173,-0.077814,1.378675,-0.067666
0.6298,-0.5509,-2.3563,-0.1831,0.3662,1.47047,0.760625,0.760625,1.47047,0.760625,1.47047,0.773836,-0.094149,1.373555,-0.067357
0.6398,-0.5564,-2.3453,-0.1221,0.4883,1.467619,0.764024,0.764024,1.467619,0.764024,1.467619,0.770969,-0.109333,1.368059,-0.065566
0.6498,-0.5619,-2.3453,-0.1221,0.4883,1.463752,0.766152,0.766152,1.463752,0.766152,1.463752,0.768755,-0.12276,1.362038,-0.062621
0.6598,-0.5674,-2.3453,-0.1221,0.4883,1.458999,0.76702,0.76702,1.458999,0.76702,1.458999,0.76735,-0.134038,1.355391,-0.0589
0.6698,-0.5728,-2.3398,-0.1831,0.6104,1.453487,0.766674,0.766674,1.453487,0.766674,1.453487,0.76687,-0.142975,1.348049,-0.054776
0.6798,-0.5728,-2.3289,-0.1831,0.7324,1.447328,0.76519,0.76519,1.447328,0.76519,1.447328,0.767385,-0.149539,1.339964,-0.050574
0.6898,-0.5728,-2.3234,-0.1831,0.6104,1.440621,0.762672,0.762672,1.440621,0.762672,1.440621,0.768916,-0.153813,1.331118,-0.046559
0.6998,-0.5783,-2.3234,-0.1831,0.3662,1.433449,0.759247,0.759247,1.433449,0.759247,1.433449,0.771447,-0.155962,1.321536,-0.042928
0.7098,-0.5783,-2.3289,-0.1221,0.3052,1.425882,0.755058,0.755058,1.425882,0.755058,1.425882,0.774931,-0.1562,1.311295,-0.039801
0.7198,-0.5783,-2.3289,0,0.3052,1.417972,0.750263,0.750263,1.417972,0.750263,1.417972,0.779291,-0.154765,1.300501,-0.037221
0.7298,-0.5728,-2.3289,0.1831,0.061,1.409759,0.745024,0.745024,1.409759,0.745024,1.409759,0.784418,-0.151907,1.289271,-0.035169
0.7397,-0.5619,-2.3289,0.6714,-0.2441,1.401274,0.739507,0.739507,1.401274,0.739507,1.401274,0.790174,-0.147885,1.277728,-0.033577
0.7498,-0.5454,-2.3344,1.5869,-0.1831,1.39254,0.733871,0.733871,1.39254,0.733871,1.39254,0.796399,-0.142974,1.266006,-0.032339
0.7597,-0.5454,-2.3344,1.5869,-0.1831,1.383572,0.728272,0.728272,1.383572,0.728272,1.383572,0.802935,-0.137484,1.254239,-0.031325
0.7698,-0.5454,-2.3344,1.5869,-0.1831,1.374387,0.722849,0.722849,1.374387,0.722849,1.374387,0.809654,-0.131759,1.242552,-0.0304
0.7798,-0.5179,-2.3289,2.5024,0,1.364997,0.717728,0.717728,1.364997,0.717728,1.364997,0.816433,-0.12615,1.231045,-0.029453
0.7898,-0.5179,-2.3289,2.5024,0,1.355421,0.713017,0.713017,1.355421,0.713017,1.355421,0.823142,-0.120991,1.2198,-0.028402
0.7997,-0.485,-2.3289,-0.061,0.061,1.345675,0.708802,0.708802,1.345675,0.708802,1.345675,0.829669,-0.116573,1.208887,-0.027208
0.8098,-0.485,-2.3344,0.061,-0.3662,1.335782,0.705146,0.705146,1.335782,0.705146,1.335782,0.835919,-0.113069,1.198365,-0.025865
0.8197,-0.485,-2.3398,0.061,-0.3662,1.325766,0.702091,0.702091,1.325766,0.702091,1.325766,0.841846,-0.110461,1.188288,-0.024381
0.8298,-0.4904,-2.3398,-0.1221,-0.3662,1.315654,0.699658,0.699658,1.315654,0.699658,1.315654,0.847446,-0.108561,1.178697,-0.02276
0.8398,-0.4959,-2.3453,-0.1831,-0.4272,1.305475,0.697854,0.697854,1.305475,0.697854,1.305475,0.85273,-0.107092,1.169615,-0.020992
0.8498,-0.5069,-2.3508,-0.1221,-0.1831,1.295263,0.696672,0.696672,1.295263,0.696672,1.295263,0.857718,-0.105763,1.161065,-0.019069
0.8597,-0.5069,-2.3508,0,-0.1831,1.285052,0.696098,0.696098,1.285052,0.696098,1.285052,0.862428,-0.104312,1.153062,-0.016986
0.8698,-0.5069,-2.3508,0,-0.061,1.274876,0.696111,0.696111,1.274876,0.696111,1.274876,0.866861,-0.102542,1.145611,-0.01476
0.8797,-0.5124,-2.3508,0.061,-0.061,1.264772,0.69669,0.69669,1.264772,0.69669,1.264772,0.871012,-0.100328,1.13871,-0.012427
0.8898,-0.5124,-2.3453,0.061,-0.1221,1.254779,0.697814,0.697814,1.254779,0.697814,1.254779,0.874879,-0.097622,1.132352,-0.010037
0.8998,-0.5124,-2.3453,0,-0.1221,1.244931,0.699459,0.699459,1.244931,0.699459,1.244931,0.878453,-0.09443,1.126526,-0.007647
0.9098,-0.5234,-2.3453,-0.061,-0.1221,1.235263,0.701602,0.701602,1.235263,0.701602,1.235263,0.881728,-0.0908,1.121229,-0.005307
0.9197,-0.5234,-2.3508,-0.061,-0.1831,1.22581,0.704222,0.704222,1.22581,0.704222,1.22581,0.884707,-0.086799,1.116465,-0.003055
0.9298,-0.5289,-2.3508,0.1221,-0.1831,1.216602,0.707294,0.707294,1.216602,0.707294,1.216602,0.887385,-0.082501,1.112244,-0.000916
0.9398,-0.5289,-2.3508,0.1221,-0.1831,1.207668,0.710795,0.710795,1.207668,0.710795,1.207668,0.889754,-0.077983,1.108569,0.001096
0.9498,-0.5234,-2.3453,0.3052,0.061,1.199034,0.7147,0.7147,1.199034,0.7147,1.199034,0.891794,-0.07333,1.105431,0.002977
0.9642,-0.5234,-2.3453,0.3052,0.2441,1.190724,0.718979,0.718979,1.190724,0.718979,1.190724,0.893481,-0.068631,1.102817,0.004723
0.9762,-0.5289,-2.3398,0.3662,0.3662,1.182759,0.723605,0.723605,1.182759,0.723605,1.182759,0.894804,-0.06398,1.100713,0.006312
0.9944,-0.5289,-2.3289,0.3662,0.4272,0.00165,0.000367,0.000432,0.001941,0.000432,0.001941,0.207551,-0.000093,0.93293,0.000022
1.0042,-0.5289,-2.3289,0.3662,0.4272,0.008033,0.001793,0.00211,0.009451,0.00211,0.009451,0.212331,-0.000446,0.934764,0.000108
1.0162,-0.5289,-2.3234,0.3662,0.1221,0.020169,0.004534,0.005334,0.023728,0.005334,0.023728,0.221908,-0.001098,0.938024,0.000268
1.0282,-0.5344,-2.3289,0.5493,0,0.037263,0.008463,0.009957,0.043838,0.009957,0.043838,0.23556,-0.001987,0.942549,0.000485
1.0362,-0.5289,-2.3289,0.6714,0.1221,0.058586,0.01349,0.015871,0.068925,0.015871,0.068925,0.252619,-0.003058,0.948196,0.000745
1.054,-0.5234,-2.3344,0.7935,-0.1221,0.001651,0.000364,0.000429,0.001943,0.000429,0.001943,0.20612,-0.000071,0.933765,0.000015
1.0642,-0.5234,-2.3838,-0.9155,-4.9438,0.008041,0.001782,0.002096,0.00946,0.002096,0.00946,0.211103,-0.000344,0.935707,0.000072
1.0762,-0.5619,-2.4387,-5.0659,-6.5918,0.020189,0.004506,0.005301,0.023751,0.005301,0.023751,0.220649,-0.000853,0.939475,0.000192
1.0882,-0.6113,-2.4937,-5.188,-6.5308,0.037303,0.008414,0.009899,0.043886,0.009899,0.043886,0.234181,-0.001538,0.945019,0.000402
1.1002,-0.6662,-2.5431,-2.5635,-5.4321,0.058663,0.013417,0.015784,0.069015,0.015784,0.069015,0.251229,-0.00232,0.952266,0.000767
1.114,-0.6827,-2.5815,-1.1597,-3.7231,0.001658,0.000367,0.000432,0.001951,0.000432,0.001951,0.207739,-0.000006,0.93738,0.000108
1.1242,-0.6827,-2.5815,0,-3.7231,0.008077,0.001799,0.002117,0.009502,0.002117,0.009502,0.214035,-0.000005,0.941409,0.000562
1.1502,-0.6717,-2.6255,1.1597,0.7935,0.020296,0.00456,0.005365,0.023878,0.005365,0.023878,0.225165,0.000064,0.947649,0.001537
1.1602,-0.6278,-2.6145,1.4648,1.2207,0.03754,0.008539,0.010046,0.044165,0.010046,0.044165,0.240419,0.00027,0.955789,0.003102
1.1682,-0.5838,-2.609,1.5259,1.4038,0.059107,0.01366,0.01607,0.069538,0.01607,0.069538,0.25909,0.000659,0.965481,0.005295
1.1763,-0.5674,-2.6035,1.5869,1.5869,0.084361,0.01987,0.023377,0.099249,0.023377,0.099249,0.280535,0.001245,0.976363,0.008112
1.1847,-0.5509,-2.5925,1.4648,2.0142,0.112729,0.027138,0.031927,0.132622,0.031927,0.132622,0.304218,0.002024,0.988107,0.011516
1.1963,-0.5344,-2.5815,1.3428,2.3804,0.143691,0.035443,0.041697,0.169049,0.041697,0.169049,0.329674,0.00297,1.000411,0.015439
1.2042,-0.5234,-2.5651,1.1597,2.5024,0.176782,0.044772,0.052673,0.207979,0.052673,0.207979,0.356481,0.004046,1.013,0.019789
1.2123,-0.5124,-2.5541,0.8545,2.7466,0.211578,0.055117,0.064843,0.248916,0.064843,0.248916,0.38426,0.005208,1.02564,0.024455
1.2242,-0.5124,-2.5541,0.8545,2.7466,0.2477,0.066468,0.078198,0.291412,0.078198,0.291412,0.412671,0.006407,1.038149,0.029312
1.2363,-0.5014,-2.5321,0.5493,2.9907,0.284804,0.078815,0.092723,0.335064,0.092723,0.335064,0.441404,0.007594,1.050394,0.034223
1.2484,-0.485,-2.5101,1.1597,3.3569,0.322579,0.092141,0.108401,0.379505,0.108401,0.379505,0.470152,0.008723,1.06225,0.039052
1.2562,-0.485,-2.5101,1.1597,3.3569,0.360746,0.106424,0.125205,0.424407,0.125205,0.424407,0.49862,0.009751,1.073633,0.043656
1.2642,-0.485,-2.4827,1.1597,3.6621,0.399049,0.121635,0.1431,0.469469,0.1431,0.469469,0.526554,0.010637,1.084509,0.047897
1.2722,-0.474,-2.4222,1.1597,4.1504,0.43726,0.137733,0.162039,0.514424,0.162039,0.514424,0.553716,0.011345,1.094823,0.051642
1.2802,-0.463,-2.3398,0.9155,5.249,0.475172,0.154672,0.181966,0.559026,0.181966,0.559026,0.579863,0.011838,1.104456,0.054762
1.2896,-0.4575,-2.2904,0.9155,5.8594,0.512596,0.172392,0.202814,0.603055,0.202814,0.603055,0.604759,0.012086,1.113303,0.057133
1.3002,-0.4245,-2.2904,1.1597,5.8594,0.549361,0.190827,0.224502,0.646307,0.224502,0.646307,0.628166,0.012064,1.121384,0.058635
1.3096,-0.4135,-2.1805,1.2207,6.0425,0.585311,0.209899,0.24694,0.688601,0.24694,0.688601,0.649833,0.011752,1.128779,0.05915
1.3202,-0.4135,-2.1805,1.2207,6.0425,0.620304,0.22952,0.270023,0.729769,0.270023,0.729769,0.669542,0.011135,1.135555,0.058566
1.3296,-0.4135,-2.0817,1.2207,5.0659,0.654212,0.249593,0.293639,0.769661,0.293639,0.769661,0.687116,0.010201,1.141828,0.056783
1.3402,-0.4135,-2.0377,1.2207,4.7607,0.68692,0.270012,0.317661,0.808141,0.317661,0.808141,0.702396,0.008943,1.147703,0.053714
1.3496,-0.4135,-2.0048,1.2207,4.2114,0.718325,0.290663,0.341957,0.845089,0.341957,0.845089,0.715236,0.007357,1.153326,0.049293
1.3602,-0.3806,-1.9663,1.9531,4.3945,0.748339,0.311425,0.366382,0.880399,0.366382,0.880399,0.725474,0.005442,1.158908,0.043477
1.3696,-0.3476,-1.9663,1.8921,4.3945,0.776883,0.332169,0.390787,0.91398,0.390787,0.91398,0.732923,0.003202,1.164694,0.036251
1.3796,-0.2982,-1.9224,1.5259,2.8687,0.803893,0.352762,0.415014,0.945756,0.415014,0.945756,0.737384,0.000638,1.170938,0.027623
1.3896,-0.2982,-1.9114,1.5259,2.0752,0.82932,0.373063,0.438898,0.97567,0.438898,0.97567,0.738718,-0.002247,1.177857,0.017627
1.3996,-0.2982,-1.8949,1.5259,4.0283,0.853128,0.392931,0.462271,1.00368,0.462271,1.00368,0.736909,-0.005448,1.185652,0.006324
1.4096,-0.2707,-1.8619,1.5259,7.0801,0.875297,0.412217,0.484961,1.029761,0.484961,1.029761,0.731999,-0.008956,1.194487,-0.006203
1.4196,-0.2487,-1.7905,1.8921,8.728,0.895821,0.430775,0.506794,1.053906,0.506794,1.053906,0.724016,-0.012762,1.204411,-0.019863
1.4296,-0.2268,-1.7246,2.4414,5.9204,0.914707,0.448458,0.527597,1.076126,0.527597,1.076126,0.713004,-0.016851,1.215367,-0.034574
1.4396,-0.1718,-1.6917,2.9297,2.0752,0.931978,0.46512,0.5472,1.096445,0.5472,1.096445,0.699013,-0.021213,1.22729,-0.050263
1.4496,-0.1718,-1.6917,2.9297,2.0752,0.947663,0.480622,0.565438,1.114898,0.565438,1.114898,0.682122,-0.025837,1.240175,-0.066853
1.4596,-0.1718,-1.6697,2.9297,1.0986,0.961805,0.494827,0.582149,1.131535,0.582149,1.131535,0.662516,-0.03072,1.254046,-0.084245
1.4696,-0.1444,-1.6697,3.1738,1.0986,0.974453,0.507605,0.597183,1.146416,0.597183,1.146416,0.640434,-0.035862,1.268896,-0.102317
1.4797,-0.1444,-1.6697,3.1738,1.0986,0.985667,0.518837,0.610396,1.159608,0.610396,1.159608,0.616123,-0.041265,1.284683,-0.12092
1.4896,-0.1059,-1.6422,2.2583,2.1973,0.995511,0.528412,0.621661,1.171189,0.621661,1.171189,0.58986,-0.046933,1.30131,-0.139888
1.4996,-0.0894,-1.5983,2.3193,3.2959,1.004059,0.536232,0.630861,1.181245,0.630861,1.181245,0.561925,-0.05287,1.31857,-0.159049
1.5096,-0.051,-1.5543,2.5024,3.9062,1.011386,0.542211,0.637895,1.189866,0.637895,1.189866,0.532607,-0.059075,1.336187,-0.178232
1.5196,-0.051,-1.5159,2.5024,4.2725,1.017575,0.546279,0.642681,1.197146,0.642681,1.197146,0.502219,-0.065541,1.353862,-0.197278
1.5296,-0.051,-1.5159,2.5024,4.2725,1.022704,0.548381,0.645154,1.203181,0.645154,1.203181,0.471119,-0.072257,1.371344,-0.216048
1.5396,-0.051,-1.4225,2.5024,5.188,1.026854,0.548477,0.645267,1.208063,0.645267,1.208063,0.439677,-0.079208,1.388381,-0.234423
1.5497,-0.051,-1.3621,2.5024,5.9204,1.030103,0.546546,0.642995,1.211886,0.642995,1.211886,0.408233,-0.086376,1.404644,-0.252309
1.5597,-0.0345,-1.0544,2.5635,12.207,1.032524,0.542584,0.638334,1.214734,0.638334,1.214734,0.37708,-0.093739,1.419614,-0.269635
1.5696,-0.0125,-0.6644,2.7466,21.4844,1.034182,0.536607,0.631302,1.216685,0.631302,1.216685,0.346436,-0.101273,1.432397,-0.286377
1.5802,0.0534,-0.6644,5.6152,21.4844,1.035129,0.528644,0.621934,1.217799,0.621934,1.217799,0.316407,-0.108955,1.442233,-0.302582
1.5922,0.2237,-0.1151,7.3242,33.2642,1.0354,0.518744,0.610287,1.218117,0.610287,1.218117,0.286869,-0.116768,1.44866,-0.318398
1.6042,0.3665,-0.1151,9.0942,33.2642,1.035009,0.506965,0.596429,1.217657,0.596429,1.217657,0.257446,-0.124713,1.451251,-0.334087
1.6122,0.4544,0.7308,10.1318,49.5605,1.033948,0.493375,0.580441,1.216409,0.580441,1.216409,0.227716,-0.13282,1.449531,-0.350041
1.6202,0.5368,1.2966,9.4604,58.0444,1.032181,0.478045,0.562405,1.21433,0.562405,1.21433,0.197301,-0.141149,1.442549,-0.366793
1.6296,0.5368,1.9613,9.4604,67.9932,1.029641,0.461044,0.542404,1.211342,0.542404,1.211342,0.165828,-0.149787,1.429405,-0.385044
1.6396,0.6027,2.7468,8.3008,80.9326,1.026221,0.442437,0.520514,1.207318,0.520514,1.207318,0.132855,-0.158839,1.409583,-0.405678
1.6496,0.6576,3.6587,7.019,93.689,1.021769,0.422282,0.496802,1.202082,0.496802,1.202082,0.097767,-0.168415,1.382592,-0.429773
1.6596,0.6576,4.6914,7.019,105.5298,1.016089,0.400622,0.47132,1.195398,0.47132,1.195398,0.059782,-0.178615,1.34803,-0.458609
1.6696,0.6576,4.6914,7.019,105.5298,1.008929,0.377481,0.444096,1.186976,0.444096,1.186976,0.017936,-0.189526,1.306717,-0.493656
1.6797,0.7016,8.4487,5.5542,134.1553,0.999992,0.352863,0.415133,1.176461,0.415133,1.176461,-0.029012,-0.201211,1.258533,-0.536556
1.6897,0.7016,9.8824,5.5542,140.8081,0.988921,0.326738,0.384398,1.163436,0.384398,1.163436,-0.082468,-0.21371,1.200515,-0.589103
1.6997,0.729,9.8824,4.1504,140.8081,0.975288,0.299044,0.351816,1.147398,0.351816,1.147398,-0.143825,-0.227034,1.132598,-0.653227
1.7097,0.751,9.8824,3.7842,140.8081,0.958598,0.269675,0.317265,1.127763,0.317265,1.127763,-0.214543,-0.241166,1.059691,-0.730961
1.7197,0.795,12.9037,4.3335,149.7192,0.938309,0.238483,0.280568,1.103892,0.280568,1.103892,-0.296229,-0.256059,0.985409,-0.824347
1.7297,0.8224,12.9037,4.9438,149.7192,0.91385,0.205267,0.241491,1.075117,0.241491,1.075117,-0.390576,-0.271638,0.910986,-0.93536
1.7397,0.8224,14.4418,4.9438,151.123,0.884636,0.169778,0.199738,1.040748,0.199738,1.040748,-0.499269,-0.287812,0.839277,-1.065844
1.7497,0.8664,19.0011,7.2021,148.1323,0.85007,0.131707,0.154949,1.000083,0.154949,1.000083,-0.623954,-0.304475,0.770688,-1.217461
1.7602,0.8664,20.4733,7.2021,142.8223,0.809544,0.090691,0.106695,0.952404,0.106695,0.952404,-0.766231,-0.321524,0.702223,-1.391629
1.7723,0.8664,20.4733,7.2021,142.8223,0.762421,0.04631,0.054482,0.896966,0.054482,0.896966,-0.927549,-0.33886,0.635436,-1.589462
1.7842,0.9213,21.8685,8.1177,135.3149,0.708055,-0.001914,-0.002251,0.833005,-0.002251,0.833005,-1.109211,-0.356399,0.575794,-1.811725
1.7962,0.9817,21.8685,7.7515,135.3149,0.645814,-0.054509,-0.064129,0.759781,-0.064129,0.759781,-1.3124,-0.374067,0.528259,-2.058796
1.8082,1.0367,21.8685,7.2021,135.3149,0.575126,-0.112058,-0.131833,0.676619,-0.131833,0.676619,-1.538076,-0.391802,0.498313,-2.33066
1.8162,1.0367,25.3842,7.2021,113.6475,0.495504,-0.175186,-0.206101,0.582946,-0.206101,0.582946,-1.786831,-0.409553,0.488835,-2.626902
