Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D
3.7003,-4.9509,44.7146,16.8457,129.3335,22.144969,1.193011,1.403543,26.052904,1.403543,26.052904,-23.749087,17.720766,30.837062,-9.678777
3.7123,-4.2697,45.9066,45.2271,119.3237,22.391375,1.094229,1.287329,26.342794,1.287329,26.342794,-23.475479,16.740385,29.992867,-10.105412
3.7243,-3.6161,47.8237,79.1626,76.2939,22.561275,0.951043,1.118874,26.542675,1.118874,26.542675,-23.175848,15.744848,29.081698,-10.518283
3.7363,-2.8305,48.373,80.6885,46.0205,22.653446,0.765265,0.900312,26.651113,0.900312,26.651113,-22.854451,14.739751,28.109259,-10.916326
3.7483,-2.067,48.373,82.7637,46.0205,22.667143,0.538921,0.634025,26.667227,0.634025,26.667227,-22.515405,13.730136,27.083223,-11.298249
3.7603,-1.5012,48.7136,44.8608,27.8931,22.602103,0.274215,0.322606,26.590709,0.322606,26.590709,-22.162252,12.720479,26.012349,-11.662449
3.7723,-1.6056,48.9333,-9.9487,19.7754,22.458557,-0.026504,-0.031181,26.421832,-0.031181,26.421832,-21.797075,11.714834,24.904317,-12.007018
3.7843,-1.6056,49.0981,-9.9487,16.9678,22.237237,-0.360764,-0.424428,26.161454,-0.424428,26.161454,-21.420323,10.717082,23.765698,-12.329806
3.7963,-1.3529,49.1915,49.1333,10.3149,21.939365,-0.725983,-0.854098,25.811017,-0.854098,25.811017,-21.032055,9.731117,22.602342,-12.628493
3.8083,-0.5619,49.1421,89.9048,-12.6343,21.566645,-1.119482,-1.317037,25.372523,-1.317037,25.372523,-20.63314,8.760758,21.419486,-12.90067
3.8203,-0.5619,48.9993,89.9048,-19.5312,21.121238,-1.538495,-1.809994,24.848515,-1.809994,24.848515,-20.224638,7.809462,20.221863,-13.143891
3.8323,0.1468,48.9993,59.4482,-19.5312,20.60574,-1.980187,-2.329631,24.242047,-2.329631,24.242047,-19.806978,6.88011,19.013431,-13.355699
3.8443,0.4709,48.807,32.4097,-20.752,20.023151,-2.441667,-2.872549,23.556648,-2.872549,23.556648,-19.380446,5.97504,17.797193,-13.533682
3.8563,0.6302,48.5598,3.1738,-23.4375,19.376837,-2.920008,-3.435303,22.796278,-3.435303,22.796278,-18.9448,5.096254,16.575528,-13.675566
3.8683,0.6302,48.5598,3.1738,-23.4375,18.670488,-3.412252,-4.014415,21.96528,-4.014415,21.96528,-18.498825,4.245644,15.350124,-13.779295
3.8803,0.5917,47.7633,-6.6528,-41.4429,17.90808,-3.915426,-4.606384,21.068329,-4.606384,21.068329,-18.040854,3.425116,14.122407,-13.843101
3.8923,0.3665,46.6757,-14.2822,-48.645,17.093822,-4.426536,-5.207689,20.110378,-5.207689,20.110378,-17.569054,2.636623,12.894791,-13.865511
3.9043,0.1687,46.0989,-18.6157,-51.5747,16.232126,-4.94257,-5.814789,19.096618,-5.814789,19.096618,-17.081595,1.882145,11.670043,-13.845342
3.9163,-0.062,46.0989,-22.583,-51.5747,15.327565,-5.460504,-6.424122,18.032429,-6.424122,18.032429,-16.576917,1.16366,10.449502,-13.781692
3.9283,-0.2982,45.5111,-24.292,-55.1147,14.384835,-5.977296,-7.032112,16.923335,-7.032112,16.923335,-16.053852,0.4831,9.233506,-13.673955
3.9403,-0.7596,44.8959,-25.9399,-59.4482,13.408706,-6.489896,-7.635172,15.774948,-7.635172,15.774948,-15.511398,-0.157693,8.022975,-13.521855
3.9524,-0.7596,44.2422,-25.9399,-63.9038,12.403985,-6.995255,-8.229711,14.592923,-8.229711,14.592923,-14.948981,-0.757022,6.819439,-13.325448
3.9643,-1.0068,43.55,-27.9541,-68.5425,11.375479,-7.490328,-8.81215,13.382916,-8.81215,13.382916,-14.36687,-1.313381,5.624563,-13.085118
3.9763,-1.232,43.55,-23.9868,-68.5425,10.327964,-7.972095,-9.378935,12.150546,-9.378935,12.150546,-13.765669,-1.825498,4.439502,-12.80156
3.9883,-1.3034,42.0504,-0.061,-75.1343,9.266153,-8.437577,-9.926561,10.901357,-9.926561,10.901357,-13.14604,-2.292385,3.265565,-12.475765
4.0003,-1.1551,41.2264,19.6533,-85.2661,8.194671,-8.883853,-10.451592,9.640789,-10.451592,9.640789,-12.509153,-2.713425,2.105498,-12.109
4.0123,-1.0837,40.3091,-3.6621,-93.9331,7.11803,-9.308081,-10.950683,8.374153,-10.950683,8.374153,-11.856679,-3.088468,0.962102,-11.702765
4.0243,-1.4353,39.3423,-34.668,-98.0835,6.040623,-9.707522,-11.420613,7.106615,-11.420613,7.106615,-11.189883,-3.41784,-0.162451,-11.258741
4.0363,-1.4353,38.337,-34.668,-99.8535,4.966696,-10.07956,-11.858305,5.843172,-11.858305,5.843172,-10.50946,-3.702214,-1.265889,-10.778746
4.0483,-1.4353,38.337,-34.668,-99.8535,3.900344,-10.42172,-12.260847,4.588639,-12.260847,4.588639,-9.816569,-3.942448,-2.346318,-10.264714
4.0603,-1.9352,35.0027,-58.7769,-108.5205,2.845491,-10.731686,-12.625513,3.347637,-12.625513,3.347637,-9.112707,-4.139507,-3.399894,-9.718694
4.0723,-1.9352,33.7777,-58.7769,-118.042,1.805902,-11.007315,-12.949782,2.12459,-12.949782,2.12459,-8.399235,-4.294419,-4.419409,-9.142835
4.0843,-1.9352,33.7777,-58.7769,-118.042,0.785188,-11.24665,-13.231353,0.92375,-13.231353,0.92375,-7.677827,-4.408229,-5.399953,-8.539354
4.0962,-2.4735,32.5088,-55.0537,-128.7842,-0.21318,-11.447936,-13.46816,-0.2508,-13.46816,-0.2508,-6.950022,-4.481999,-6.339934,-7.910497
4.1083,-3.2315,32.5088,-30.7007,-128.7842,-1.185883,-11.609622,-13.658379,-1.395156,-13.658379,-1.395156,-6.216462,-4.516849,-7.237929,-7.25852
4.1202,-3.4568,29.96,-21.7285,-132.5073,-2.129769,-11.730365,-13.800429,-2.50561,-13.800429,-2.50561,-5.477764,-4.514052,-8.09163,-6.585667
4.1322,-3.5941,28.6855,-13.5498,-132.6294,-3.041855,-11.809029,-13.892975,-3.578652,-13.892975,-3.578652,-4.73558,-4.475132,-8.896985,-5.89417
4.1443,-3.693,27.4551,-9.0332,-126.2207,-3.919322,-11.844692,-13.934931,-4.610967,-13.934931,-4.610967,-3.992189,-4.401936,-9.650729,-5.186254
4.1563,-3.7369,27.4551,-5.9204,-126.2207,-4.759515,-11.836654,-13.925475,-5.599429,-13.925475,-5.599429,-3.249858,-4.296631,-10.352507,-4.464157
4.1682,-3.7918,25.2743,-4.6387,-96.1914,-5.559954,-11.784448,-13.864057,-6.541122,-13.864057,-6.541122,-2.510661,-4.161684,-11.002724,-3.730173
4.1802,-3.7918,24.4009,-4.6387,-80.3833,-6.318348,-11.687845,-13.750405,-7.433351,-13.750405,-7.433351,-1.776433,-3.999806,-11.60069,-2.986721
4.1922,-3.7918,23.6758,-4.6387,-72.7539,-7.03261,-11.546856,-13.584536,-8.273659,-13.584536,-8.273659,-1.048806,-3.813894,-12.146739,-2.236442
4.2042,-3.7918,22.9836,-4.6387,-74.707,-7.700865,-11.36174,-13.366753,-9.059841,-13.366753,-9.059841,-0.329232,-3.606963,-12.64292,-1.482249
4.2162,-3.7918,22.2531,-4.6387,-77.3315,-8.321478,-11.132998,-13.097644,-9.789974,-13.097644,-9.789974,0.38098,-3.382084,-13.091505,-0.727301
4.2283,-3.7918,20.8193,-4.6387,-87.8906,-8.893071,-10.861369,-12.778081,-10.462436,-12.778081,-10.462436,1.080602,-3.142332,-13.494126,0.025091
4.2402,-3.7918,19.9734,-4.6387,-96.3135,-9.414536,-10.547829,-12.409211,-11.075925,-12.409211,-11.075925,1.768458,-2.890739,-13.851739,0.771583
4.2522,-3.7918,19.9734,-4.6387,-96.3135,-9.885048,-10.193579,-11.992445,-11.629468,-11.992445,-11.629468,2.443414,-2.630252,-14.166505,1.508922
4.2642,-3.7918,19.0176,-4.6387,-103.0884,-10.304072,-9.800035,-11.529453,-12.122437,-11.529453,-12.122437,3.104397,-2.363701,-14.441637,2.234038
4.2762,-3.8193,17.9739,-3.1738,-111.145,-10.67137,-9.368823,-11.022144,-12.554553,-11.022144,-12.554553,3.75044,-2.093773,-14.679199,2.944109
4.2883,-3.8193,16.8368,-3.1738,-117.1265,-10.987004,-8.901757,-10.472655,-12.925887,-10.472655,-12.925887,4.380716,-1.822991,-14.880194,3.636613
4.3002,-3.8523,15.7107,-7.6904,-118.9575,-11.251323,-8.400829,-9.883328,-13.23685,-9.883328,-13.23685,4.99454,-1.553702,-15.045514,4.309366
4.3123,-3.9566,14.5297,-14.0991,-124.5117,-11.464946,-7.868193,-9.256697,-13.488171,-9.256697,-13.488171,5.591482,-1.288049,-15.176087,4.960549
4.3242,-3.9566,14.5297,-14.0991,-124.5117,-11.628744,-7.306138,-8.595456,-13.680875,-8.595456,-13.680875,6.171333,-1.027947,-15.273892,5.588705
4.3362,-3.9566,13.2662,-14.0991,-134.3384,-11.743827,-6.717075,-7.902441,-13.816267,-7.902441,-13.816267,6.733919,-0.775051,-15.341787,6.192732
4.3482,-3.9566,13.2662,-14.0991,-134.3384,-11.81153,-6.103511,-7.180601,-13.895917,-7.180601,-13.895917,7.279132,-0.530759,-15.382443,6.771866
4.3603,-4.2313,8.8442,-14.0991,-155.7617,-11.833392,-5.468025,-6.432971,-13.921638,-6.432971,-13.921638,7.807252,-0.296227,-15.395797,7.325679
4.3722,-4.2313,7.4819,-14.0991,-134.4604,-11.811124,-4.813248,-5.662645,-13.89544,-5.662645,-13.89544,8.318913,-0.072386,-15.378272,7.85408
4.3843,-4.2313,6.2295,-14.0991,-135.8032,-11.746552,-4.141834,-4.872745,-13.819473,-4.872745,-13.819473,8.814614,0.140041,-15.328524,8.357275
4.3963,-4.3906,6.2295,-14.5264,-135.8032,-11.641586,-3.456437,-4.066396,-13.695984,-4.066396,-13.695984,9.294877,0.340517,-15.249448,8.835689
4.4083,-4.5169,1.423,-7.7515,-136.9019,-11.498197,-2.759689,-3.246693,-13.527291,-3.246693,-13.527291,9.760563,0.528674,-15.142021,9.289897
4.4202,-4.6433,1.423,-5.7373,-136.9019,-11.318396,-2.054179,-2.416682,-13.315759,-2.416682,-13.315759,10.212655,0.70428,-15.004399,9.720579
4.4323,-4.6433,0.2255,-5.7373,-113.7695,-11.104203,-1.342431,-1.579331,-13.063768,-1.579331,-13.063768,10.652017,0.867209,-14.838235,10.128484
4.4443,-4.7971,-0.6315,-8.728,-82.7637,-10.857639,-0.626884,-0.73751,-12.773692,-0.73751,-12.773692,11.079438,1.017413,-14.647505,10.514353
4.4563,-4.7971,-1.4554,-8.728,-88.1348,-10.58072,0.090121,0.106024,-12.447905,0.106024,-12.447905,11.495692,1.15492,-14.435463,10.878791
4.4683,-5.0003,-2.3728,-12.8784,-97.5342,-10.275465,0.806352,0.948649,-12.088782,0.948649,-12.088782,11.901486,1.279842,-14.205315,11.222174
4.4803,-5.0003,-4.1416,-12.8784,-84.4727,-9.943898,1.519702,1.787885,-11.698703,1.787885,-11.698703,12.297381,1.392379,-13.959047,11.544669
4.4923,-5.2256,-4.8722,-16.2354,-71.8384,-9.588039,2.228191,2.621401,-11.280045,2.621401,-11.280045,12.683721,1.492831,-13.697724,11.846284
4.5043,-5.4563,-4.8722,-16.6626,-71.8384,-9.209903,2.929974,3.447028,-10.83518,3.447028,-10.83518,13.060798,1.581592,-13.423822,12.126888
4.5163,-5.698,-4.8722,-17.4561,-71.8384,-8.811504,3.623344,4.262758,-10.366475,4.262758,-10.366475,13.428803,1.65915,-13.141454,12.386213
4.5283,-5.9177,-5.9434,-19.043,-46.4478,-8.394858,4.306733,5.066745,-9.876303,5.066745,-9.876303,13.787602,1.726075,-12.853738,12.623871
4.5403,-6.5329,-6.3114,-18.8599,-34.9731,-7.961998,4.978712,5.857308,-9.367056,5.857308,-9.367056,14.13703,1.78301,-12.561963,12.839361
4.5523,-6.6538,-6.5641,-13.9771,-24.5972,-7.514963,5.637987,6.632926,-8.841133,6.632926,-8.841133,14.476793,1.830653,-12.267347,13.032039
4.5643,-6.7252,-6.7618,-7.2632,-2.9907,-7.055801,6.283397,7.392231,-8.300942,7.392231,-8.300942,14.805676,1.869727,-11.971461,13.20109
4.5762,-6.7527,-6.7069,-1.8311,5.3101,-6.58656,6.9139,8.134,-7.748894,8.134,-7.748894,15.121644,1.90094,-11.675717,13.345513
4.5882,-6.7691,-6.7069,0.4883,5.3101,-6.109295,7.528564,8.857134,-7.187406,8.857134,-7.187406,15.422343,1.924938,-11.381383,13.46413
4.6002,-6.7417,-6.6025,4.5776,10.1929,-5.626061,8.126541,9.560637,-6.618895,9.560637,-6.618895,15.705196,1.942274,-11.089371,13.555635
4.6123,-6.5494,-6.4377,11.7798,13.6719,-5.138916,8.707058,10.243598,-6.045783,10.243598,-6.045783,15.967336,1.953396,-10.800269,13.618668
4.6243,-6.4011,-6.4377,15.4419,13.6719,-4.649912,9.26939,10.905164,-5.470485,10.905164,-5.470485,16.20565,1.95863,-10.514272,13.6519
4.6363,-6.2253,-6.2565,18.7988,14.1602,-4.161097,9.812844,11.544522,-4.895408,11.544522,-4.895408,16.41708,1.958177,-10.231151,13.654105
4.6483,-6.0825,-6.1136,16.7236,12.3901,-3.674495,10.33674,12.16087,-4.322936,12.16087,-4.322936,16.598822,1.952108,-9.950566,13.62422
4.6603,-5.9452,-6.0038,15.686,2.3804,-3.19211,10.840398,12.753409,-3.755423,12.753409,-3.755423,16.748405,1.940396,-9.672059,13.561415
4.6723,-5.8298,-6.0038,15.0757,2.3804,-2.715902,11.323122,13.32132,-3.195178,13.32132,-3.195178,16.863768,1.922946,-9.394888,13.465156
4.6842,-5.8298,-6.0807,15.0757,-1.0376,-2.247782,11.784198,13.863762,-2.644449,13.863762,-2.644449,16.943383,1.899633,-9.118028,13.335262
4.6963,-5.7199,-6.1796,14.4653,-2.8687,-1.789596,12.222885,14.379865,-2.105407,14.379865,-2.105407,16.986254,1.870338,-8.840297,13.171929
4.7083,-5.7199,-6.2949,14.4653,-5.7373,-1.343104,12.638422,14.868732,-1.580122,14.868732,-1.580122,16.991809,1.834958,-8.560549,12.975737
4.7203,-5.7199,-6.4377,14.4653,-8.4229,-0.909968,13.030028,15.329444,-1.070551,15.329444,-1.070551,16.960001,1.793429,-8.277776,12.747642
4.7323,-5.7199,-6.5861,14.4653,-10.3149,-0.491736,13.396912,15.761073,-0.578513,15.761073,-0.578513,16.89129,1.745732,-7.991128,12.488955
4.7443,-5.6101,-6.9047,12.8784,-10.0098,-0.089827,13.738284,16.162687,-0.105679,16.162687,-0.105679,16.786449,1.691902,-7.69983,12.20132
4.7563,-5.5167,-6.9047,12.0239,-10.0098,0.294482,14.053365,16.533371,0.34645,16.533371,0.34645,16.646475,1.63203,-7.403351,11.886676
4.7682,-5.4233,-7.0035,12.207,-6.5918,0.660064,14.341404,16.87224,0.776546,16.87224,0.776546,16.472682,1.566275,-7.101729,11.547207
4.7802,-5.1322,-7.075,21.6064,-4.8828,1.00595,14.601686,17.178454,1.18347,17.178454,1.18347,16.266582,1.494855,-6.795328,11.185285
4.7922,-5.1322,-7.1299,21.6064,-3.3569,1.331328,14.833549,17.451233,1.566268,17.451233,1.566268,16.029913,1.41803,-6.484647,10.803411
4.8042,-5.1322,-7.1299,21.6064,-3.3569,1.635551,15.036396,17.689877,1.924177,17.689877,1.924177,15.765019,1.336072,-6.170425,10.404161
4.8164,-4.9124,-7.1628,24.7803,-1.5259,1.918127,15.209712,17.893778,2.25662,17.893778,2.25662,15.4745,1.249251,-5.853598,9.990142
4.8283,-4.9124,-7.1189,24.7803,3.7231,2.178721,15.353075,18.062441,2.563201,18.062441,2.563201,15.160918,1.157828,-5.535237,9.563956
4.8403,-4.9124,-7.1189,24.7803,3.7231,2.417148,15.466171,18.195494,2.843703,18.195494,2.843703,14.827145,1.062062,-5.21654,9.128161
4.8523,-4.6707,-7.1189,28.0762,3.7231,2.633362,15.548801,18.292706,3.098073,18.292706,3.098073,14.476088,0.962204,-4.898724,8.685231
4.8643,-4.3851,-6.998,32.2876,9.5215,2.827454,15.600895,18.353994,3.326416,18.353994,3.326416,14.110239,0.858501,-4.583081,8.237537
4.8764,-4.3851,-6.9211,32.2876,8.3008,2.999636,15.622514,18.379428,3.528983,18.379428,3.528983,13.732093,0.751184,-4.27105,7.787321
4.8884,-4.3851,-6.8497,32.2876,7.5073,3.150232,15.613851,18.369236,3.706155,18.369236,3.706155,13.344592,0.640461,-3.964034,7.336687
4.9004,-4.0445,-6.6355,39.4287,22.2778,3.279668,15.575239,18.32381,3.858433,18.32381,3.858433,12.950545,0.526518,-3.663438,6.887584
4.9124,-3.627,-6.3334,47.9736,30.7617,3.388458,15.507146,18.2437,3.986421,18.2437,3.986421,12.552027,0.409511,-3.370868,6.441782
4.9246,-3.1272,-6.3334,57.1899,30.7617,3.477187,15.410174,18.129616,4.090808,18.129616,4.090808,12.150594,0.289542,-3.087795,6.000827
4.9364,-1.4188,-6.1576,58.5938,17.0898,3.546505,15.285046,17.982406,4.172359,17.982406,4.172359,11.746593,0.166626,-2.815253,5.566019
4.9483,-0.82,-5.9818,61.0962,19.5923,3.59711,15.132588,17.803044,4.231894,17.803044,4.231894,11.339359,0.040671,-2.554208,5.138453
4.9603,0.5148,-5.9818,73.0591,19.5923,3.629737,14.953707,17.592595,4.270278,17.592595,4.270278,10.928752,-0.088515,-2.305527,4.719079
4.9723,1.3717,-5.9818,84.8999,19.5923,3.645151,14.74937,17.352199,4.288413,17.352199,4.288413,10.51499,-0.221223,-2.069718,4.308737
4.9842,1.3717,-5.7621,84.8999,23.8037,3.644139,14.52059,17.083047,4.287222,17.083047,4.287222,10.099443,-0.357859,-1.847323,3.90817
4.9963,3.2229,-5.7621,92.4072,23.8037,3.627496,14.268418,16.786374,4.267643,16.786374,4.267643,9.683897,-0.49895,-1.639083,3.518023
5.0083,4.2392,-5.7621,100.2197,23.8037,3.596027,13.993933,16.46345,4.23062,16.46345,4.23062,9.268568,-0.64513,-1.44556,3.138839
5.0203,5.3488,-5.7621,109.7412,23.8037,3.550529,13.698231,16.115565,4.177092,16.115565,4.177092,8.853751,-0.797122,-1.267171,2.771062
5.0323,6.5957,-5.7621,119.9341,23.8037,3.491791,13.38241,15.744011,4.107989,15.744011,4.107989,8.440476,-0.955735,-1.104389,2.415051
5.0442,6.5957,-5.5698,119.9341,20.0806,3.420587,13.047567,15.350078,4.02422,15.350078,4.02422,8.030747,-1.121863,-0.957915,2.071085
5.0563,6.5957,-5.3995,119.9341,16.2964,3.337668,12.694794,14.935051,3.926668,14.935051,3.926668,7.628659,-1.296464,-0.828795,1.73939
5.0683,7.8976,-4.8118,121.46,7.8125,3.243748,12.325189,14.500222,3.816174,14.500222,3.816174,7.23812,-1.480508,-0.718557,1.420161
5.0803,9.2929,-4.3394,128.3569,23.4985,3.139501,11.939866,14.0469,3.693531,14.0469,3.693531,6.860645,-1.674933,-0.629263,1.113586
5.0923,10.5948,-4.3394,124.6948,23.4985,3.025544,11.539946,13.576406,3.559463,13.576406,3.559463,6.496722,-1.880598,-0.562588,0.819848
5.1043,11.8197,-4.0812,134.7656,27.2217,2.902429,11.12655,13.090058,3.414622,13.090058,3.414622,6.147207,-2.098264,-0.519409,0.539077
5.1163,15.7419,-3.8065,257.8125,29.4189,2.770641,10.700785,12.589158,3.259577,12.589158,3.259577,5.811059,-2.328639,-0.500601,0.271325
5.1283,23.8662,-3.5319,178.9551,25.1465,2.630596,10.263713,12.074956,3.094819,12.074956,3.094819,5.479715,-2.572552,-0.507236,0.016549
5.1403,23.8662,-3.4055,178.9551,7.0801,2.48264,9.816295,11.548582,2.920752,11.548582,2.920752,5.143613,-2.831084,-0.540247,-0.225368
5.1523,26.7007,-3.1693,271.9727,22.583,2.327043,9.359336,11.010984,2.737698,11.010984,2.737698,4.802612,-3.105488,-0.60043,-0.454572
5.1643,40.8841,-2.8397,141.3574,41.2598,2.164006,8.893463,10.462897,2.545889,10.462897,2.545889,4.449799,-3.397085,-0.688782,-0.671215
5.1763,42.3343,-2.8397,135.9863,41.2598,1.993654,8.419074,9.904793,2.345475,9.904793,2.345475,4.069112,-3.707127,-0.806284,-0.875504
5.1882,45.0863,-2.3289,128.6621,56.7017,1.816039,7.936289,9.33681,2.136516,9.33681,2.136516,3.657812,-4.036504,-0.95379,-1.067776
5.2002,47.6461,-1.8784,126.4038,40.1611,1.631139,7.444945,8.758758,1.918987,8.758758,1.918987,3.222542,-4.385498,-1.132453,-1.248538
5.2122,47.6461,-1.5873,126.4038,28.6865,1.438856,6.944664,8.170193,1.692772,8.170193,1.692772,2.77064,-4.753752,-1.343174,-1.418433
5.2242,48.9151,-1.5873,120.9717,28.6865,1.239019,6.434943,7.57052,1.45767,7.57052,1.45767,2.311803,-5.140341,-1.585759,-1.578163
5.2322,50.1236,-1.373,114.1968,19.3481,1.031389,5.915237,6.959102,1.213399,6.959102,1.213399,1.854301,-5.543847,-1.859099,-1.728398
5.2402,50.1236,-1.0435,114.1968,5.9814,0.81567,5.385044,6.335345,0.959612,6.335345,0.959612,1.405004,-5.962422,-2.161911,-1.869716
5.2482,51.2661,-1.0435,106.5674,5.9814,0.591528,4.843959,5.698775,0.695916,5.698775,0.695916,0.970519,-6.393857,-2.492633,-2.00256
5.2562,52.3318,-0.994,98.0835,4.6997,0.358603,4.291733,5.049098,0.421886,5.049098,0.421886,0.555213,-6.835635,-2.848957,-2.127199
5.2642,53.2986,-0.9501,88.8672,5.5542,0.116533,3.728297,4.386232,0.137097,4.386232,0.137097,0.161543,-7.284987,-3.228154,-2.243743
5.2722,54.172,-0.9006,80.4443,5.7373,-0.13503,3.153785,3.710335,-0.158858,3.710335,-0.158858,-0.208697,-7.738923,-3.627372,-2.352171
5.2802,54.963,-0.8457,73.3032,7.019,-0.396391,2.568536,3.021808,-0.466343,3.021808,-0.466343,-0.554327,-8.194263,-4.04363,-2.452374
5.2882,56.2045,-0.7743,55.603,9.8877,-0.667802,1.973103,2.321297,-0.78565,2.321297,-0.78565,-0.875216,-8.647681,-4.473851,-2.544194
5.2962,57.1493,-0.5875,36.499,9.0332,-0.949437,1.368237,1.609691,-1.116984,1.609691,-1.116984,-1.17247,-9.095717,-4.914976,-2.627462
5.3042,57.4569,-0.5875,22.8271,9.0332,-1.241379,0.754882,0.888097,-1.460446,0.888097,-1.460446,-1.447238,-9.534786,-5.363872,-2.702024
5.3122,57.7646,-0.5051,11.6577,8.2397,-1.54361,0.134158,0.157833,-1.816011,0.157833,-1.816011,-1.700106,-9.96117,-5.817123,-2.767757
5.3203,57.781,-0.5051,-9.6436,8.2397,-1.855994,-0.49265,-0.579588,-2.183522,-0.579588,-2.183522,-1.931761,-10.371042,-6.271108,-2.824581
5.3283,57.781,-0.2799,-9.6436,11.9629,-2.178273,-1.124099,-1.322469,-2.562674,-1.322469,-2.562674,-2.143315,-10.760502,-6.722225,-2.87246
5.3363,57.6107,-0.17,-21.5454,10.0708,-2.510053,-1.758602,-2.068944,-2.953003,-2.068944,-2.953003,-2.336365,-11.125624,-7.166974,-2.911416
5.3443,56.589,-0.0437,-40.4663,4.4556,-2.850803,-2.394442,-2.81699,-3.353886,-2.81699,-3.353886,-2.512365,-11.462529,-7.601757,-2.94153
5.3523,56.589,-0.0162,-40.4663,2.8687,-3.19985,-3.029785,-3.564452,-3.764529,-3.564452,-3.764529,-2.672935,-11.767439,-8.022746,-2.962935
5.3603,56.1276,-0.0162,-46.0815,2.8687,-3.556376,-3.662696,-4.309054,-4.183972,-4.309054,-4.183972,-2.821136,-12.036729,-8.425932,-2.975792
5.3683,55.6112,-0.0162,-51.7578,2.8687,-3.919417,-4.291167,-5.048432,-4.611079,-5.048432,-4.611079,-2.960669,-12.266999,-8.807242,-2.98028
5.3763,54.4357,0.0442,-61.5845,2.5635,-4.287862,-4.913137,-5.780161,-5.044543,-5.780161,-5.044543,-3.094655,-12.45514,-9.16277,-2.976595
5.3843,52.9745,0.0771,-76.2329,2.0752,-4.660452,-5.526518,-6.501786,-5.482884,-6.501786,-5.482884,-3.225275,-12.598382,-9.488868,-2.964957
5.3923,51.2607,0.0771,-86.0596,2.0752,-5.035788,-6.129213,-7.210839,-5.924457,-7.210839,-5.924457,-3.353977,-12.694299,-9.782067,-2.945612
5.4003,44.5041,0.1101,-124.4507,-0.4272,-5.412337,-6.71912,-7.904847,-6.367455,-7.904847,-6.367455,-3.477895,-12.740787,-10.039067,-2.918831
5.4083,40.3073,0.1101,-126.77,-0.4272,-5.788436,-7.294114,-8.58131,-6.809924,-8.58131,-6.809924,-3.588779,-12.736011,-10.256815,-2.884909
5.4163,39.0384,0.0991,-120.1172,-3.0518,-6.162307,-7.852009,-9.237658,-7.249773,-9.237658,-7.249773,-3.682705,-12.678359,-10.432476,-2.844155
5.4243,37.8463,0.0826,-113.4644,-3.3569,-6.532068,-8.39056,-9.871247,-7.684785,-9.871247,-7.684785,-3.764128,-12.566477,-10.563442,-2.796891
5.4323,35.5227,0.0771,-113.9526,-3.1128,-6.895742,-8.907492,-10.479402,-8.112637,-10.479402,-8.112637,-3.839315,-12.399378,-10.64737,-2.743439
5.4403,35.5227,0.0771,-113.9526,-3.1128,-7.251275,-9.400561,-11.059483,-8.530911,-11.059483,-8.530911,-3.914482,-12.176537,-10.682169,-2.684128
5.4483,35.5227,0.0991,-113.9526,-0.6714,-7.596548,-9.867611,-11.608954,-8.937115,-11.608954,-8.937115,-3.998402,-11.897938,-10.666142,-2.619296
5.4563,32.9519,0.176,-121.1548,1.4648,-7.929395,-10.30664,-12.125459,-9.3287,-12.125459,-9.3287,-4.098666,-11.564092,-10.598198,-2.5493
5.4643,31.6391,0.176,-125.6104,1.4648,-8.24762,-10.715846,-12.606878,-9.703082,-12.606878,-9.703082,-4.218506,-11.176011,-10.477756,-2.474526
5.4723,30.3427,0.176,-123.7793,1.4648,-8.549019,-11.093654,-13.051358,-10.057669,-13.051358,-10.057669,-4.360327,-10.735166,-10.304621,-2.395398
5.4803,30.3427,0.2474,-123.7793,6.5308,-8.8314,-11.438733,-13.457333,-10.389882,-13.457333,-10.389882,-4.528049,-10.243454,-10.07894,-2.312377
5.4883,29.1177,0.3738,-118.8354,13.7939,-9.092603,-11.750015,-13.823547,-10.69718,-13.823547,-10.69718,-4.725729,-9.703166,-9.800826,-2.225969
5.4963,29.1177,0.7638,-118.8354,22.3389,-9.33052,-12.026712,-14.149073,-10.977082,-14.149073,-10.977082,-4.956001,-9.116976,-9.470544,-2.136743
5.5043,29.1177,1.0165,-118.8354,26.4282,-9.543112,-12.268328,-14.433326,-11.227191,-14.433326,-11.227191,-5.220636,-8.487919,-9.08915,-2.045362
5.5123,27.9751,1.2911,-111.5723,28.5645,-9.728431,-12.474657,-14.676067,-11.445212,-14.676067,-11.445212,-5.519403,-7.819355,-8.658341,-1.952601
5.5203,26.882,1.5548,-110.4736,27.4048,-9.884637,-12.645771,-14.877377,-11.628985,-14.877377,-11.628985,-5.849303,-7.114938,-8.179808,-1.859345
5.5283,25.8383,1.78,-104.4922,21.9727,-10.010024,-12.781991,-15.037636,-11.776499,-15.037636,-11.776499,-6.206612,-6.378581,-7.655095,-1.766556
5.5363,24.844,1.9448,-98.938,13.1836,-10.103031,-12.883857,-15.157479,-11.885918,-15.157479,-11.885918,-6.587772,-5.614428,-7.08592,-1.67522
5.5443,21.3504,2.0382,-86.792,5.6763,-10.162256,-12.952098,-15.237762,-11.955595,-15.237762,-11.955595,-6.987299,-4.82682,-6.474197,-1.586276
