speed_label,torque_scaling_factor,n_cycles_used,net_work_mean_J,net_work_sd_J,pos_work_mean_J,pos_work_sd_J,neg_work_mean_J,neg_work_sd_J,rms_torque_mean_Nm,rms_torque_sd_Nm,net_power_mean_W,net_power_sd_W,pos_power_mean_W,pos_power_sd_W,neg_power_mean_W,neg_power_sd_W
2msr,1.0,16,6.658273563376414,0.6369516377700422,7.339489390039942,0.6760412825242936,-0.6812158266632486,0.13772945146897936,6.67715304835178,0.4351457665510823,8.151302569129324,0.7721033864168991,8.979722765038353,0.829732332884192,-0.8284201959090294,0.1669386002799744
35msr,0.75,23,12.414825635165684,0.8038184507646228,13.2569949591259,0.7616796062040553,-0.8421693239612477,0.1354254045463979,9.096355173842296,0.284239519321637,17.03085122504784,1.1495574752802438,18.183940858974367,1.0858629193002913,-1.1530896339265297,0.18311743464598468
075ms,0.85,19,5.7966106221405385,0.3564103974842606,5.8877090147531375,0.34213704673042783,-0.08329191760802396,0.0227246680093345,3.5058066176960465,0.15124029270402523,3.7912077043280044,0.22945995997785384,3.8453923398664,0.22549602911624078,-0.054184635538395746,0.01619231265071391
125ms,0.8,24,7.418913787607632,0.5742221612239753,7.628983932956568,0.5555084134853572,-0.21592322989817725,0.053106604009056785,4.957525226713243,0.14944718002279375,6.642274099976831,0.5359161614564495,6.834581441808656,0.5200022398638035,-0.19230734183182527,0.047501427561598794
175msw,1.0,21,9.251095634833476,0.6748349272305945,9.642668935178706,0.6723608013123765,-0.391673270219656,0.06583097458839532,6.558637753105134,0.3445604435385365,9.127526106058871,0.6261380152229588,9.513777384559825,0.6271165282487405,-0.3862512785009538,0.0661424577288982
175msr,0.9,24,6.0654461631816154,0.8316898056523861,6.470657567892229,0.8316853609358059,-0.405211404709727,0.14662431946235127,5.498256002710904,0.5202304130617947,6.960342975915125,1.199884949321946,7.433990664180193,1.1730834319670724,-0.47364768826506837,0.1491582165548363
