subject,speed_label,torque_scaling_factor,n_cycles_used,net_power_mean_W,net_power_sd_W,pos_power_mean_W,pos_power_sd_W,neg_power_mean_W,neg_power_sd_W,positive_power_ratio_mean,positive_power_ratio_sd
Barber,2msr,1.0,16,8.081990164290136,0.9300702982872718,9.928452601414167,0.9960547936572048,-1.8464624371240301,0.28201182607058045,0.8431189524872649,0.019767441103396993
Barber,35msr,1.0,33,18.951522263588355,1.4498922006401793,22.45301496287045,1.329081586818215,-3.501492699282095,0.5085249907741892,0.8650247370498321,0.01856182070396497
Barber,075ms,1.0,19,3.3647134275352957,0.19328511247144792,3.6815496869009094,0.16642107526671307,-0.31683625936561477,0.05124218892266003,0.920613379119146,0.013267037923447913
Barber,125ms,1.0,24,5.108090726093317,0.27336910751601584,5.4494495091242,0.2518559810251424,-0.3413587830308836,0.06085151317146564,0.94095023237199,0.010814492823356926
Barber,175msw,1.0,16,6.815711166471193,0.31080911605475414,7.2837989981220845,0.3789589380120054,-0.4680878316508918,0.11304449220459524,0.9400584284370965,0.01159900601237231
Barber,175msr,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,,
