Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D,scale_runtime,torque_delay_ms,filter_type,filter_cutoff_hz,filter_order,filter_enable_vr,filter_enable_torque,filter_cfg_seq,filter_source,filter_base_mode,filter_base_desc,filter_runtime_desc,tag,tag_raw
0.0070,5.7753,4.4010,-1.0376,-0.8545,-0.000003,-0.000009,-0.000009,-0.000003,-0.000009,-0.000003,-0.004457,0.000007,-0.001666,0.000006,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0170,5.7643,4.4010,-0.9766,-0.6104,-0.000031,-0.000080,-0.000080,-0.000031,-0.000080,-0.000031,-0.021429,0.000056,-0.008588,0.000045,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0270,5.7643,4.4120,-0.9766,-0.4272,-0.000141,-0.000349,-0.000349,-0.000141,-0.000349,-0.000141,-0.052818,0.000233,-0.022817,0.000180,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0370,5.7533,4.4284,-0.9155,0.0610,-0.000439,-0.001044,-0.001044,-0.000439,-0.001044,-0.000439,-0.096014,0.000653,-0.044205,0.000481,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0470,5.7533,4.4394,-0.9155,-0.0000,-0.001074,-0.002457,-0.002457,-0.001074,-0.002457,-0.001074,-0.149519,0.001434,-0.072179,0.000991,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0570,5.7478,4.4449,-0.6714,-0.3052,-0.002224,-0.004923,-0.004923,-0.002224,-0.004923,-0.002224,-0.211758,0.002662,-0.106107,0.001706,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0670,5.7478,4.4449,-0.6714,-0.3052,-0.004092,-0.008794,-0.008794,-0.004092,-0.008794,-0.004092,-0.280916,0.004379,-0.145265,0.002589,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0770,5.7423,4.4614,-0.4272,0.0610,-0.006890,-0.014420,-0.014420,-0.006890,-0.014420,-0.006890,-0.355467,0.006575,-0.188856,0.003598,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0870,5.7423,4.4614,-0.4272,-0.3662,-0.010830,-0.022136,-0.022136,-0.010830,-0.022136,-0.010830,-0.434035,0.009193,-0.236125,0.004693,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.0970,5.7423,4.4614,-0.3052,-0.4272,-0.016120,-0.032245,-0.032245,-0.016120,-0.032245,-0.016120,-0.515368,0.012140,-0.286368,0.005838,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1070,5.7368,4.4614,-0.1831,-0.4272,-0.022955,-0.045015,-0.045015,-0.022955,-0.045015,-0.022955,-0.598377,0.015300,-0.338897,0.007012,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1170,5.7368,4.4669,-0.1831,-0.2441,-0.031512,-0.060671,-0.060671,-0.031512,-0.060671,-0.031512,-0.682097,0.018544,-0.393081,0.008211,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1270,5.7368,4.4669,0.1221,-0.1831,-0.041944,-0.079390,-0.079390,-0.041944,-0.079390,-0.041944,-0.765683,0.021748,-0.448356,0.009441,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1370,5.7258,4.4669,0.3052,-0.1831,-0.054379,-0.101303,-0.101303,-0.054379,-0.101303,-0.054379,-0.848400,0.024788,-0.504208,0.010701,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1470,5.7258,4.4669,0.3052,-0.6104,-0.068917,-0.126490,-0.126490,-0.068917,-0.126490,-0.068917,-0.929607,0.027544,-0.560170,0.011981,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1570,5.7258,4.4669,0.3052,-0.6714,-0.085629,-0.154985,-0.154985,-0.085629,-0.154985,-0.085629,-1.008769,0.029904,-0.615832,0.013273,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1670,5.7258,4.4614,0.3052,-0.7324,-0.104556,-0.186777,-0.186777,-0.104556,-0.186777,-0.104556,-1.085446,0.031775,-0.670829,0.014592,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1770,5.6929,4.4614,-0.8545,-0.4883,-0.125711,-0.221811,-0.221811,-0.125711,-0.221811,-0.125711,-1.159250,0.033097,-0.724840,0.015971,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1869,5.6929,4.4669,-0.8545,-0.2441,-0.149076,-0.259994,-0.259994,-0.149076,-0.259994,-0.149076,-1.229833,0.033881,-0.777605,0.017445,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.1969,5.6544,4.4669,-1.4038,-0.2441,-0.174607,-0.301195,-0.301195,-0.174607,-0.301195,-0.174607,-1.296917,0.034223,-0.828915,0.019029,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2069,5.6379,4.4669,-1.5259,-0.2441,-0.202236,-0.345250,-0.345250,-0.202236,-0.345250,-0.202236,-1.360268,0.034307,-0.878590,0.020704,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2169,5.6379,4.4669,-1.5259,-0.4883,-0.231871,-0.391961,-0.391961,-0.231871,-0.391961,-0.231871,-1.419737,0.034364,-0.926478,0.022430,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2269,5.6379,4.4614,-1.5259,-0.7935,-0.263397,-0.441102,-0.441102,-0.263397,-0.441102,-0.263397,-1.475278,0.034640,-0.972448,0.024163,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2370,5.6379,4.4614,-1.5259,-0.7935,-0.296685,-0.492420,-0.492420,-0.296685,-0.492420,-0.296685,-1.526906,0.035348,-1.016387,0.025883,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2469,5.6379,4.4394,-1.5259,-1.4648,-0.331588,-0.545640,-0.545640,-0.331588,-0.545640,-0.331588,-1.574673,0.036647,-1.058190,0.027606,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2569,5.6160,4.4284,-1.4648,-1.4648,-0.367949,-0.600469,-0.600469,-0.367949,-0.600469,-0.367949,-1.618647,0.038632,-1.097750,0.029388,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2669,5.5720,4.4120,-1.0986,-1.3428,-0.405596,-0.656599,-0.656599,-0.405596,-0.656599,-0.405596,-1.658869,0.041335,-1.134983,0.031323,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2769,5.5720,4.4065,-1.0986,-0.1221,-0.444349,-0.713712,-0.713712,-0.444349,-0.713712,-0.444349,-1.695392,0.044720,-1.169837,0.033514,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2871,5.5720,4.4065,-1.0986,0.0610,-0.484020,-0.771488,-0.771488,-0.484020,-0.771488,-0.484020,-1.728352,0.048697,-1.202299,0.036009,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.2970,5.5610,4.4120,-0.7935,0.1221,-0.524413,-0.829604,-0.829604,-0.524413,-0.829604,-0.524413,-1.757925,0.053132,-1.232395,0.038759,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3080,5.5555,4.4120,-0.9155,0.1221,-0.565330,-0.887744,-0.887744,-0.565330,-0.887744,-0.565330,-1.784285,0.057870,-1.260174,0.041626,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3199,5.5555,4.4175,-0.9155,-0.0000,-0.606573,-0.945602,-0.945602,-0.606573,-0.945602,-0.606573,-1.807620,0.062751,-1.285688,0.044424,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3320,5.5555,4.4175,-0.9155,-0.1221,-0.647947,-1.002887,-1.002887,-0.647947,-1.002887,-0.647947,-1.828137,0.067627,-1.308997,0.046975,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3400,5.5445,4.4120,-1.8921,-0.4272,-0.689265,-1.059323,-1.059323,-0.689265,-1.059323,-0.689265,-1.846040,0.072380,-1.330159,0.049142,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3479,5.5116,4.4120,-1.7700,-0.4272,-0.730349,-1.114656,-1.114656,-0.730349,-1.114656,-0.730349,-1.861498,0.076952,-1.349224,0.050850,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3569,5.4841,4.4065,-1.5869,-0.4272,-0.771030,-1.168656,-1.168656,-0.771030,-1.168656,-0.771030,-1.874642,0.081355,-1.366251,0.052091,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3669,5.4676,4.3900,-0.6104,-0.9766,-0.811151,-1.221111,-1.221111,-0.811151,-1.221111,-0.811151,-1.885612,0.085645,-1.381286,0.052909,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3769,5.4676,4.3790,-0.6104,-2.5024,-0.850567,-1.271834,-1.271834,-0.850567,-1.271834,-0.850567,-1.894588,0.089859,-1.394366,0.053404,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3869,5.4621,4.3790,-0.0610,-2.5024,-0.889142,-1.320659,-1.320659,-0.889142,-1.320659,-0.889142,-1.901775,0.093970,-1.405547,0.053752,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.3969,5.4621,4.3790,-0.0610,-2.5024,-0.926750,-1.367442,-1.367442,-0.926750,-1.367442,-0.926750,-1.907370,0.097876,-1.414922,0.054220,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4069,5.4402,4.3515,-2.5635,-4.8218,-0.963271,-1.412064,-1.412064,-0.963271,-1.412064,-0.963271,-1.911536,0.101443,-1.422584,0.055138,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4169,5.4402,4.3241,-2.5635,-5.4932,-0.998594,-1.454429,-1.454429,-0.998594,-1.454429,-0.998594,-1.914395,0.104595,-1.428599,0.056881,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4269,5.4182,4.2966,-3.2959,-0.6104,-1.032609,-1.494463,-1.494463,-1.032609,-1.494463,-1.032609,-1.916049,0.107397,-1.433037,0.059854,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4369,5.4017,4.2911,-2.6855,-0.5493,-1.065207,-1.532114,-1.532114,-1.065207,-1.532114,-1.065207,-1.916565,0.110067,-1.436005,0.064350,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4469,5.4017,4.2856,-0.4272,-0.3662,-1.096281,-1.567347,-1.567347,-1.096281,-1.567347,-1.096281,-1.916005,0.112874,-1.437660,0.070368,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4569,5.4731,4.2856,1.4038,0.4272,-1.125729,-1.600144,-1.600144,-1.125729,-1.600144,-1.125729,-1.914520,0.115999,-1.438178,0.077589,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4669,5.4841,4.2856,1.5259,-1.1597,-1.153453,-1.630497,-1.630497,-1.153453,-1.630497,-1.153453,-1.912328,0.119388,-1.437732,0.085504,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4798,5.5006,4.2417,2.0752,-6.5308,-1.179370,-1.658413,-1.658413,-1.179370,-1.658413,-1.179370,-1.909587,0.122725,-1.436457,0.093604,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4878,5.5006,4.1758,-0.4883,-6.6528,-1.203412,-1.683915,-1.683915,-1.203412,-1.683915,-1.203412,-1.906372,0.125543,-1.434392,0.101631,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.4969,5.4786,4.1648,-2.7466,-0.0000,-1.225528,-1.707042,-1.707042,-1.225528,-1.707042,-1.225528,-1.902693,0.127419,-1.431575,0.109698,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5069,5.4786,4.1758,-2.7466,0.6104,-1.245685,-1.727852,-1.727852,-1.245685,-1.727852,-1.245685,-1.898507,0.128177,-1.428156,0.118057,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5169,5.4512,4.1867,-2.6855,0.7324,-1.263861,-1.746420,-1.746420,-1.263861,-1.746420,-1.263861,-1.893762,0.127964,-1.424372,0.126745,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5269,5.4512,4.1867,-2.6855,0.7324,-1.280049,-1.762832,-1.762832,-1.280049,-1.762832,-1.280049,-1.888410,0.127160,-1.420444,0.135464,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5369,5.4512,4.2032,-2.6855,1.0376,-1.294260,-1.777182,-1.777182,-1.294260,-1.777182,-1.294260,-1.882445,0.126233,-1.416554,0.143718,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5469,5.3743,4.2032,-2.2583,1.0376,-1.306522,-1.789565,-1.789565,-1.306522,-1.789565,-1.306522,-1.875847,0.125617,-1.412844,0.150967,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5569,5.3743,4.2142,-2.2583,0.6104,-1.316885,-1.800072,-1.800072,-1.316885,-1.800072,-1.316885,-1.868567,0.125650,-1.409408,0.156734,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5669,5.3743,4.2252,-2.2583,0.2441,-1.325425,-1.808790,-1.808790,-1.325425,-1.808790,-1.325425,-1.860658,0.126540,-1.406300,0.160674,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5769,5.3358,4.2252,-3.3569,0.1831,-1.332241,-1.815795,-1.815795,-1.332241,-1.815795,-1.332241,-1.852237,0.128375,-1.403533,0.162608,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5869,5.2589,4.2197,-3.4790,-0.3662,-1.337451,-1.821158,-1.821158,-1.337451,-1.821158,-1.337451,-1.843341,0.131181,-1.401061,0.162537,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.5969,5.2095,4.1428,-0.6104,-4.0894,-1.341191,-1.824942,-1.824942,-1.341191,-1.824942,-1.341191,-1.833964,0.134955,-1.398738,0.160641,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6069,5.2095,4.0934,-0.6104,-5.0049,-1.343610,-1.827202,-1.827202,-1.343610,-1.827202,-1.343610,-1.824176,0.139619,-1.396309,0.157322,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6169,5.2095,4.0384,-0.5493,-4.8828,-1.344857,-1.827992,-1.827992,-1.344857,-1.827992,-1.344857,-1.814160,0.144947,-1.393522,0.153247,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6269,5.2040,4.0384,-0.3052,-4.8828,-1.345076,-1.827361,-1.827361,-1.345076,-1.827361,-1.345076,-1.804106,0.150578,-1.390225,0.149266,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6369,5.2040,3.9780,-0.2441,-2.1973,-1.344399,-1.825362,-1.825362,-1.344399,-1.825362,-1.344399,-1.794161,0.156098,-1.386339,0.146223,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6469,5.1985,3.9560,-0.5493,-1.8311,-1.342934,-1.822056,-1.822056,-1.342934,-1.822056,-1.342934,-1.784428,0.161119,-1.381804,0.144741,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6569,5.1985,3.9560,-0.5493,-1.8311,-1.340765,-1.817511,-1.817511,-1.340765,-1.817511,-1.340765,-1.774971,0.165323,-1.376627,0.145099,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6669,5.1930,3.9505,-0.4883,0.1221,-1.337953,-1.811805,-1.811805,-1.337953,-1.811805,-1.337953,-1.765821,0.168499,-1.370910,0.147225,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6769,5.1930,3.9615,-0.4883,1.0376,-1.334537,-1.805030,-1.805030,-1.334537,-1.805030,-1.334537,-1.756982,0.170543,-1.364788,0.150761,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
