Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D,scale_runtime,torque_delay_ms,filter_type,filter_cutoff_hz,filter_order,filter_enable_vr,filter_enable_torque,filter_cfg_seq,filter_source,filter_base_mode,filter_base_desc,filter_runtime_desc,tag,tag_raw
70.0729,26.2309,-10.5254,-29.3579,-25.5127,-3.746991,2.442944,3.257258,-4.995988,3.257258,-4.995988,1.556406,0.222721,-8.827489,6.346405,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.0830,25.9837,-10.7342,-25.1465,-21.4844,-2.690905,1.832634,2.443512,-3.587874,2.443512,-3.587874,-0.294493,1.226211,-7.309602,6.162284,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.0930,25.3135,-10.7342,-38.8794,-21.4844,-1.660063,1.206628,1.608838,-2.213417,1.608838,-2.213417,-2.037719,2.126787,-5.859288,5.974200,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1030,24.8740,-10.9155,-41.6260,-17.8833,-0.669583,0.574031,0.765375,-0.892777,0.765375,-0.892777,-3.658255,2.924764,-4.489106,5.782412,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1130,24.8740,-11.0528,-41.6260,-13.3667,0.268073,-0.054159,-0.072212,0.357430,-0.072212,0.357430,-5.148554,3.626800,-3.196685,5.587110,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1230,23.8249,-11.0528,-58.7769,-13.3667,1.145584,-0.666405,-0.888540,1.527446,-0.888540,1.527446,-6.505659,4.243071,-1.979612,5.388207,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1330,23.2975,-11.0912,-50.7812,10.4370,1.960371,-1.251804,-1.669072,2.613828,-1.669072,2.613828,-7.731688,4.784791,-0.840302,5.184942,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1430,23.2975,-11.0912,-50.7812,10.4370,2.711775,-1.800996,-2.401328,3.615700,-2.401328,3.615700,-8.829663,5.262468,0.217875,4.974969,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1530,23.2975,-10.8880,-50.7812,24.7192,3.398510,-2.305992,-3.074656,4.531347,-3.074656,4.531347,-9.793993,5.684217,1.191481,4.753897,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1630,22.7976,-9.3938,-52.1851,68.4814,4.017737,-2.758778,-3.678370,5.356982,-3.678370,5.356982,-10.614906,6.055258,2.081773,4.515473,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1730,21.2541,-9.3938,-63.1714,68.4814,4.566019,-3.151173,-4.201564,6.088026,-4.201564,6.088026,-11.294735,6.379310,2.899497,4.250845,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1831,20.6498,-7.8393,-57.1289,81.4819,5.041983,-3.477944,-4.637258,6.722644,-4.637258,6.722644,-11.855530,6.660398,3.671770,3.948857,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.1931,20.1609,-6.9054,-46.8750,98.5107,5.449556,-3.741182,-4.988242,7.266075,-4.988242,7.266075,-12.331195,6.903018,4.434645,3.599316,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2031,19.6446,-5.7299,-54.1992,129.6387,5.799054,-3.951879,-5.269172,7.732071,-5.269172,7.732071,-12.752235,7.110572,5.214881,3.195030,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2131,19.6446,-4.1259,-54.1992,179.2603,6.104040,-4.127202,-5.502936,8.138720,-5.502936,8.138720,-13.140414,7.284832,6.024130,2.729428,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2231,18.8645,-2.0770,-75.5615,217.6514,6.375669,-4.285746,-5.714328,8.500892,-5.714328,8.500892,-13.511691,7.427813,6.863517,2.192285,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2331,16.5409,-2.0770,-139.9536,217.6514,6.618778,-4.443832,-5.925110,8.825037,-5.925110,8.825037,-13.882922,7.545491,7.740523,1.568721,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2431,15.0468,0.1478,-147.6440,231.6895,6.833127,-4.614065,-6.152087,9.110837,-6.152087,9.110837,-14.276944,7.652100,8.677258,0.844300,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2531,13.5636,6.9868,-147.8882,206.9092,7.018319,-4.805422,-6.407229,9.357759,-6.407229,9.357759,-14.720796,7.769652,9.694371,0.012553,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2631,12.3277,6.9868,-106.4453,206.9092,7.177862,-5.023856,-6.698475,9.570483,-6.698475,9.570483,-15.238706,7.918868,10.805868,-0.920780,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2731,11.5147,6.9868,-87.2192,206.9092,7.321146,-5.273329,-7.031105,9.761528,-7.031105,9.761528,-15.844718,8.107834,12.025939,-1.938865,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2832,11.5147,6.9868,-87.2192,206.9092,7.463783,-5.557517,-7.410022,9.951710,-7.410022,9.951710,-16.542184,8.328231,13.361515,-3.019302,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.2932,10.0590,13.0897,-146.7285,200.3784,7.624689,-5.881394,-7.841859,10.166251,-7.841859,10.166251,-17.324908,8.563176,14.800822,-4.140101,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3032,7.7189,15.0233,-85.9375,169.5557,7.819888,-6.250641,-8.334188,10.426518,-8.334188,10.426518,-18.177280,8.799850,16.316439,-5.281710,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3132,7.7189,18.3082,-85.9375,133.1787,8.057421,-6.668467,-8.891290,10.743228,-8.891290,10.743228,-19.079674,9.033085,17.877781,-6.424478,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3232,6.2852,19.8518,-54.2603,134.3994,8.337066,-7.132865,-9.510487,11.116088,-9.510487,11.116088,-20.012563,9.258179,19.454487,-7.545491,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3332,5.7963,19.8518,-40.5273,134.3994,8.653611,-7.636919,-10.182559,11.538148,-10.182559,11.538148,-20.954260,9.465212,21.015846,-8.620362,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3432,5.7963,21.4283,-40.5273,146.0571,8.999816,-8.171271,-10.895029,11.999754,-10.895029,11.999754,-21.881643,9.640347,22.530478,-9.629669,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3532,5.4447,23.0817,-35.1562,160.3394,9.366690,-8.726456,-11.635275,12.488920,-11.635275,12.488920,-22.772930,9.770534,23.965399,-10.564056,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3632,5.1646,24.7901,-29.9683,169.7388,9.741761,-9.293878,-12.391838,12.989015,-12.391838,12.989015,-23.609418,9.847558,25.291088,-11.424723,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3732,4.8789,26.4875,-29.4800,170.5933,10.108054,-9.865603,-13.154137,13.477405,-13.154137,13.477405,-24.377651,9.868867,26.486573,-12.220190,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3833,4.2307,29.7230,-36.0718,161.5601,10.445479,-10.433959,-13.911945,13.927306,-13.911945,13.927306,-25.069879,9.836239,27.538982,-12.961038,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.3933,3.9561,31.2226,-32.4097,152.6489,10.734016,-10.991564,-14.655418,14.312021,-14.655418,14.312021,-25.682963,9.754602,28.441918,-13.654828,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4033,3.6540,31.2226,-33.1421,152.6489,10.957399,-11.531599,-15.375465,14.609866,-15.375465,14.609866,-26.216832,9.630847,29.196604,-14.303642,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4159,3.3189,32.6234,-32.9590,140.8081,11.106114,-12.048029,-16.064038,14.808152,-16.064038,14.808152,-26.672938,9.472218,29.808979,-14.905073,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4279,3.3189,33.8978,-32.9590,127.4414,11.178195,-12.535737,-16.714315,14.904260,-16.714315,14.904260,-27.053573,9.285203,30.283888,-15.454502,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4399,3.3189,33.8978,-32.9590,127.4414,11.177545,-12.990624,-17.320832,14.903394,-17.320832,14.903394,-27.361344,9.075327,30.625419,-15.946459,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4520,3.3189,36.1610,-32.9590,112.9761,11.111240,-13.409575,-17.879434,14.814987,-17.879434,14.814987,-27.598366,8.847326,30.837052,-16.375633,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4639,2.1433,38.1824,-44.9219,100.4639,10.987054,-13.790130,-18.386841,14.649406,-18.386841,14.649406,-27.765125,8.605597,30.919139,-16.737698,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4759,1.0392,39.0833,-53.1006,91.6748,10.811653,-14.129782,-18.839709,14.415537,-18.839709,14.415537,-27.860082,8.355257,30.871703,-17.029076,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4879,0.4734,39.0833,-54.6875,91.6748,10.590157,-14.425192,-19.233589,14.120210,-19.233589,14.120210,-27.881896,8.103029,30.698455,-17.246753,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.4961,0.4734,39.8853,-54.6875,78.3081,10.327004,-14.671956,-19.562608,13.769339,-19.562608,13.769339,-27.831777,7.856483,30.405957,-17.389172,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5040,-0.1199,40.5390,-55.4810,62.7441,10.026819,-14.865260,-19.820347,13.369092,-19.820347,13.369092,-27.712874,7.622052,30.001334,-17.456517,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5119,-0.1199,41.0279,-55.4810,43.6401,9.694580,-15.000987,-20.001317,12.926107,-20.001317,12.926107,-27.528708,7.403732,29.491798,-17.449160,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5199,-0.7076,41.3355,-54.9927,27.3438,9.335532,-15.076566,-20.102088,12.447376,-20.102088,12.447376,-27.282226,7.203182,28.884119,-17.365840,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5279,-2.2732,41.3355,-49.3774,27.3438,8.955220,-15.091070,-20.121426,11.940294,-20.121426,11.940294,-26.973737,7.020343,28.183592,-17.203712,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5359,-2.7291,41.4783,-46.6309,-6.5308,8.559358,-15.044572,-20.059429,11.412477,-20.059429,11.412477,-26.601083,6.853775,27.393639,-16.960066,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5440,-3.1850,41.4783,-45.1050,-6.5308,8.153241,-14.937438,-19.916584,10.870988,-19.916584,10.870988,-26.162329,6.700889,26.515800,-16.633254,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5534,-3.5586,41.2806,-43.3350,-19.1040,7.741018,-14.770152,-19.693536,10.321358,-19.693536,10.321358,-25.655968,6.558585,25.550459,-16.222612,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5634,-3.5586,40.9455,-43.3350,-33.7524,7.325242,-14.543431,-19.391242,9.766989,-19.391242,9.766989,-25.080771,6.424080,24.497861,-15.729003,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5735,-3.9156,40.9455,-41.6870,-33.7524,6.906805,-14.258240,-19.010986,9.209074,-19.010986,9.209074,-24.436302,6.295391,23.358536,-15.155279,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5835,-4.6023,40.4511,-38.5742,-52.4292,6.485127,-13.915667,-18.554223,8.646837,-18.554223,8.646837,-23.722427,6.171299,22.133922,-14.505957,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.5935,-4.9264,38.8801,-36.4380,-91.0034,6.058684,-13.516788,-18.022384,8.078246,-18.022384,8.078246,-22.939441,6.050902,20.827952,-13.785876,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.6035,-5.2450,36.6169,-36.0107,-127.8076,5.626167,-13.062641,-17.416854,7.501556,-17.416854,7.501556,-22.088203,5.933212,19.447043,-12.996766,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.6135,-5.5526,36.6169,-35.2173,-127.8076,5.187942,-12.554279,-16.739039,6.917256,-16.739039,6.917256,-21.168722,5.817209,17.995182,-12.134681,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.6235,-5.8987,36.6169,-34.4238,-127.8076,4.746500,-11.992574,-15.990099,6.328667,-15.990099,6.328667,-20.179229,5.702157,16.469855,-11.193194,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
70.6335,-5.8987,35.1997,-34.4238,-148.1323,4.305104,-11.377812,-15.170417,5.740138,-15.170417,5.740138,-19.117518,5.587754,14.866709,-10.169964,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
