subject,tag,L_rms_torque,R_rms_torque,L_torque_range,R_torque_range,L_angle_range,R_angle_range,L_peak_angle,R_peak_angle,L_velocity_range,R_velocity_range,L_peak_velocity,R_peak_velocity,L_mean_positive_power,R_mean_positive_power,L_mean_negative_power,R_mean_negative_power,L_positive_power_ratio,R_positive_power_ratio
PI5_walkv2_pd-20260311-184227,start,17.36536305627975,19.35026864923827,"[-39.119,35.944]","[-44.052,28.171]","[-21.425,35.836]","[-15.202,46.465]",35.836,46.465,"[-234.131,285.278]","[-332.031,292.480]",285.278,332.031,35.60990328193855,33.34915257849427,-4.098707511241059,-6.022089403602369,0.9527688910582545,0.9535966135414404
